temperature,pressure,speed,vibration,energy_consumption,raw_material_usage,production_quality,waste
73.10890415965768,5.925664644193098,1209.3645469887247,4.36351497104449,78.59979391417964,95.74542081109769,96.52131818994917,0
93.27500072434707,7.709504736891791,1197.5830392576,4.9834069859568615,90.27161646499931,98.93742637500085,88.72434527771563,0
85.61978796339918,9.364729179382042,1725.0036644168295,2.252339493962495,88.00804648950796,114.18189572808721,81.70487938780252,1
80.95304694689628,8.661124432047806,1199.636959879605,4.1243704980349944,57.69499523468868,93.60017544239568,91.05130934160907,0
65.46065241548527,9.03280573930725,1217.5597809029048,3.8587299157187434,57.462473487073694,114.78598739248685,96.99152381681775,0
65.4598082117671,8.293916833553586,1607.518609934371,5.164151883941355,63.40871838724567,83.52537723906767,90.3643352033912,0
62.032926425886984,8.461382822589263,1359.791873960432,5.530435302406302,68.05373631705186,111.07193748834523,92.50533463921026,0
90.31616510212274,9.245978257826597,1621.368445564145,1.0607838573869341,70.42277907042413,113.90190532218946,85.27872611198613,1
81.0390254110123,6.248340044295929,1052.2929260515082,4.370099595293963,83.98486084166726,87.27270611349356,93.43758435720716,0
84.7825402228616,7.447124818215702,1390.0569549387073,1.2591789955986452,52.83402160829177,97.21386129488802,88.8362392978704,0
60.72045730035308,6.106047209098011,1026.8908801466262,3.7442933253867796,51.73363521130332,86.61999098654623,98.21842209606127,0
93.9468448256698,9.938340039983235,1050.1225627642837,2.438163645218391,69.59552814719545,108.26416515976871,90.65753202339431,0
89.13549242801476,9.720296698433067,1725.1499626755287,2.5338829976107062,84.85818460689902,101.41391072246627,76.60699285241175,1
67.43186887373966,5.197134056842529,1111.3962968940762,2.7647925172617827,59.67176714782413,105.41293386833284,97.56393221134431,0
66.36387385224852,8.527875862578442,1425.9365458201737,4.106462245248051,82.0752240628126,87.85947867824845,88.03333534662347,0
66.41915784487018,9.62624158707833,1328.8764820805652,2.670249828343846,62.991406897014976,88.46983448209679,94.95550505273238,0
70.64847850358382,5.902876725636668,1277.874661007074,4.663495252951402,94.30430544067582,81.65989302039625,91.86002266015566,0
78.36647510712832,7.839726152763147,1719.8666765498178,3.0226369278693483,94.78449721333082,92.88270140782919,81.17806119110723,1
75.11807565247405,9.57744148794021,1017.4587174203916,1.341766001549793,64.86436021406632,102.389786453347,94.48323623582894,0
70.19301990693147,5.169729892928994,1531.0317489404713,4.918799212420536,61.49968769816203,114.31739655989315,87.05671384107845,0
81.41485131528329,8.4871013362342,1770.7155473708403,2.42879162296353,70.56519860331156,106.67709789834723,87.68558997637004,1
64.88228512282146,6.486745036862754,1448.1345467694737,3.1638343979963133,62.026579259007434,97.41585293599006,89.02692332657168,0
70.22506269873264,9.621980976882652,1749.4579696264734,4.427219416109508,83.61919216458517,118.12480457576551,84.34267019774249,1
72.82266451527921,9.85529122582684,1041.806303428819,2.66228078574356,91.30323422741428,108.76980802303328,91.34058739363992,0
75.96244944759626,9.72133244556717,1335.0346552593292,1.2829282807335782,83.65460654556085,117.206608114502,94.60271058891152,0
